19:45, Thursday, January 17, 2019
Study name:Static 1 Filled Tension
Units: mm
Selected reference : N/A
Node  ,X (mm)  ,Y (mm)  ,Z (mm)  ,URES (mm)
21294  ,480  ,2.5  ,50  ,2.78509e-004
4137  ,480  ,-2.5  ,40  ,2.78491e-004
4141  ,480  ,-2.5  ,-40  ,2.78487e-004
21272  ,480  ,0  ,-40  ,2.78483e-004
21289  ,480  ,0  ,40  ,2.78482e-004
1712  ,480  ,2.5  ,-40  ,2.78480e-004
1708  ,480  ,2.5  ,40  ,2.78475e-004
4077  ,461.765  ,-2.5  ,414.003  ,2.78466e-004
9104  ,480  ,-2.5  ,30  ,2.78462e-004
9095  ,480  ,-2.5  ,-30  ,2.78460e-004
21274  ,480  ,0  ,-30  ,2.78457e-004
21288  ,480  ,0  ,30  ,2.78456e-004
21277  ,480  ,2.5  ,-30  ,2.78454e-004
21290  ,480  ,2.5  ,30  ,2.78449e-004
4138  ,480  ,-2.5  ,20  ,2.78441e-004
4140  ,480  ,-2.5  ,-20  ,2.78440e-004
21275  ,480  ,0  ,-20  ,2.78437e-004
21285  ,480  ,0  ,20  ,2.78436e-004
1711  ,480  ,2.5  ,-20  ,2.78434e-004
1709  ,480  ,2.5  ,20  ,2.78432e-004
9102  ,480  ,-2.5  ,10  ,2.78429e-004
9098  ,480  ,-2.5  ,-9.99999  ,2.78428e-004
21405  ,470  ,2.5  ,-290  ,2.78428e-004
21276  ,480  ,0  ,-9.99999  ,2.78425e-004
21284  ,480  ,0  ,10  ,2.78425e-004
4139  ,480  ,-2.5  ,0  ,2.78424e-004
21281  ,480  ,2.5  ,-9.99999  ,2.78422e-004
21280  ,480  ,0  ,0  ,2.78421e-004
21286  ,480  ,2.5  ,10  ,2.78421e-004
21363  ,462.6  ,0  ,-400.961  ,2.78421e-004
1710  ,480  ,2.5  ,0  ,2.78418e-004
9250  ,469.987  ,-2.5  ,289.984  ,2.78418e-004
21401  ,470  ,0  ,-290  ,2.78416e-004
21626  ,469.997  ,2.5  ,290.007  ,2.78411e-004
9140  ,470  ,-2.5  ,-290  ,2.78404e-004
21334  ,469.928  ,0  ,289.909  ,2.78395e-004
21660  ,460.416  ,0  ,429.795  ,2.78390e-004
21381  ,466.597  ,2.5  ,-339.82  ,2.78367e-004
21373  ,463.258  ,2.5  ,-388.085  ,2.78351e-004
1647  ,459.036  ,2.5  ,445.008  ,2.78298e-004
4120  ,458.914  ,-2.5  ,-445.024  ,2.78273e-004
9264  ,461.809  ,-2.5  ,403.692  ,2.78266e-004
21406  ,470  ,2.5  ,-280  ,2.78250e-004
9249  ,469.987  ,-2.5  ,279.984  ,2.78242e-004
21402  ,470  ,0  ,-280  ,2.78238e-004
21333  ,469.987  ,0  ,279.984  ,2.78236e-004
21622  ,470  ,2.5  ,280.001  ,2.78235e-004
21364  ,462.653  ,0  ,-390.776  ,2.78229e-004
9143  ,470  ,-2.5  ,-280  ,2.78226e-004
29928  ,455.448  ,2.5  ,484.844  ,2.78137e-004
29823  ,455.448  ,0  ,-484.844  ,2.78133e-004
13019  ,455.448  ,-2.5  ,-484.844  ,2.78130e-004
21358  ,460.063  ,0  ,-421.217  ,2.78108e-004
21659  ,460.111  ,0  ,419.303  ,2.78084e-004
21414  ,470  ,2.5  ,-270  ,2.78077e-004
9247  ,469.998  ,-2.5  ,269.997  ,2.78072e-004
4078  ,461.853  ,-2.5  ,393.381  ,2.78067e-004
21408  ,470  ,0  ,-270  ,2.78065e-004
21329  ,469.987  ,0  ,269.984  ,2.78063e-004
21621  ,470  ,2.5  ,270.001  ,2.78061e-004
9144  ,470  ,-2.5  ,-270  ,2.78054e-004
21667  ,458.747  ,2.5  ,434.806  ,2.78000e-004
9127  ,458.629  ,-2.5  ,-434.768  ,2.77976e-004
29873  ,456.08  ,2.5  ,-466.359  ,2.77917e-004
21415  ,470  ,2.5  ,-260  ,2.77907e-004
9246  ,469.998  ,-2.5  ,259.997  ,2.77902e-004
21328  ,469.998  ,0  ,259.997  ,2.77897e-004
21409  ,470  ,0  ,-260  ,2.77896e-004
21617  ,470  ,2.5  ,260  ,2.77891e-004
9146  ,470  ,-2.5  ,-260  ,2.77886e-004
21359  ,459.99  ,0  ,-411.11  ,2.77878e-004
21682  ,457.946  ,2.5  ,-437.98  ,2.77851e-004
21655  ,460.004  ,0  ,409.206  ,2.77845e-004
21420  ,470  ,2.5  ,-250  ,2.77742e-004
9243  ,470  ,-2.5  ,250  ,2.77738e-004
21410  ,470  ,0  ,-250  ,2.77731e-004
12989  ,455.393  ,-2.5  ,466.587  ,2.77730e-004
21616  ,470  ,2.5  ,250  ,2.77726e-004
9147  ,470  ,-2.5  ,-250  ,2.77721e-004
1648  ,458.458  ,2.5  ,424.603  ,2.77704e-004
4119  ,458.343  ,-2.5  ,-424.512  ,2.77680e-004
21654  ,460.048  ,0  ,398.895  ,2.77646e-004
9263  ,461.088  ,-2.5  ,383.532  ,2.77646e-004
21669  ,454.766  ,0  ,470.888  ,2.77637e-004
29869  ,454.738  ,0  ,-470.997  ,2.77629e-004
21421  ,470  ,2.5  ,-240  ,2.77581e-004
9242  ,470  ,-2.5  ,240  ,2.77576e-004
21418  ,470  ,0  ,-240  ,2.77570e-004
1687  ,462.642  ,2.5  ,-357.583  ,2.77567e-004
21611  ,470  ,2.5  ,240  ,2.77564e-004
9150  ,470  ,-2.5  ,-240  ,2.77560e-004
21663  ,458.35  ,2.5  ,414.506  ,2.77464e-004
9128  ,458.27  ,-2.5  ,-414.405  ,2.77449e-004
21650  ,460.06  ,0  ,388.741  ,2.77443e-004
21430  ,470  ,2.5  ,-230  ,2.77424e-004
9236  ,470  ,-2.5  ,230  ,2.77420e-004
21424  ,470  ,0  ,-230  ,2.77414e-004
21610  ,470  ,2.5  ,230  ,2.77408e-004
5318  ,469.993  ,0.212466  ,229.645  ,2.77406e-004
9151  ,470  ,-2.5  ,-230  ,2.77404e-004
176  ,451.641  ,2.5  ,500  ,2.77389e-004
31534  ,451.641  ,5.58794e-008  ,500  ,2.77379e-004
444  ,451.641  ,2.5  ,-500  ,2.77379e-004
30721  ,451.641  ,5.58794e-008  ,-500  ,2.77376e-004
21681  ,455.574  ,2.5  ,-447.701  ,2.77375e-004
343  ,451.641  ,-2.5  ,-500  ,2.77374e-004
165  ,451.641  ,-2.5  ,500  ,2.77369e-004
5319  ,468.583  ,0.208946  ,252.185  ,2.77356e-004
9100  ,476.258  ,-1.1368  ,18.4016  ,2.77343e-004
21283  ,476.258  ,1.3632  ,18.4016  ,2.77339e-004
9096  ,476.258  ,-1.1368  ,8.4016  ,2.77333e-004
21278  ,476.258  ,1.3632  ,8.4016  ,2.77329e-004
21378  ,461.077  ,2.5  ,-368.064  ,2.77322e-004
21431  ,470  ,2.5  ,-220  ,2.77271e-004
9235  ,470  ,-2.5  ,220  ,2.77268e-004
21598  ,470  ,0  ,220  ,2.77263e-004
21425  ,470  ,0  ,-220  ,2.77261e-004
21601  ,470  ,2.5  ,220  ,2.77258e-004
9154  ,470  ,-2.5  ,-220  ,2.77252e-004
4079  ,460.322  ,-2.5  ,373.684  ,2.77226e-004
1649  ,458.242  ,2.5  ,404.409  ,2.77226e-004
4118  ,458.196  ,-2.5  ,-404.297  ,2.77220e-004
29920  ,452.959  ,2.5  ,475.283  ,2.77215e-004
9241  ,468.79  ,-1.13538  ,239.402  ,2.77212e-004
21606  ,468.79  ,1.36462  ,239.403  ,2.77206e-004
13015  ,452.931  ,-2.5  ,-475.391  ,2.77204e-004
21435  ,470  ,2.5  ,-210  ,2.77123e-004
9231  ,470  ,-2.5  ,210  ,2.77120e-004
21590  ,470  ,0  ,210  ,2.77115e-004
21426  ,470  ,0  ,-210  ,2.77114e-004
21600  ,470  ,2.5  ,210  ,2.77111e-004
9155  ,470  ,-2.5  ,-210  ,2.77106e-004
21375  ,460.873  ,0  ,-359.823  ,2.77096e-004
1688  ,459.512  ,2.5  ,-378.545  ,2.77080e-004
9129  ,458.249  ,-2.5  ,-394.113  ,2.77028e-004
21649  ,459.295  ,0  ,378.893  ,2.77024e-004
21658  ,458.255  ,2.5  ,394.255  ,2.77023e-004
21376  ,461.264  ,0  ,-348.922  ,2.76995e-004
21436  ,470  ,2.5  ,-200  ,2.76981e-004
9230  ,470  ,-2.5  ,200  ,2.76977e-004
21589  ,470  ,0  ,200  ,2.76974e-004
21433  ,470  ,0  ,-200  ,2.76973e-004
21594  ,470  ,2.5  ,200  ,2.76970e-004
9157  ,470  ,-2.5  ,-200  ,2.76966e-004
21368  ,458.907  ,0  ,-381.237  ,2.76958e-004
21643  ,459.673  ,0  ,367.982  ,2.76914e-004
9103  ,474.504  ,-1.25824  ,35.1151  ,2.76868e-004
21287  ,474.504  ,1.24176  ,35.1151  ,2.76861e-004
21369  ,459.308  ,0  ,-370.304  ,2.76853e-004
21442  ,470  ,2.5  ,-190  ,2.76844e-004
9099  ,474.504  ,-1.25824  ,25.1151  ,2.76844e-004
9228  ,470  ,-2.5  ,190  ,2.76841e-004
21282  ,474.504  ,1.24176  ,25.1151  ,2.76838e-004
21583  ,470  ,0  ,190  ,2.76838e-004
21438  ,470  ,0  ,-190  ,2.76837e-004
4117  ,458.302  ,-2.5  ,-383.928  ,2.76836e-004
21593  ,470  ,2.5  ,190  ,2.76835e-004
9158  ,470  ,-2.5  ,-190  ,2.76830e-004
1650  ,458.267  ,2.5  ,384.101  ,2.76821e-004
9262  ,459.555  ,-2.5  ,363.34  ,2.76797e-004
21350  ,452.597  ,0  ,-460.034  ,2.76780e-004
21683  ,454.917  ,2.5  ,-428.33  ,2.76780e-004
21698  ,457.012  ,2.5  ,-398.464  ,2.76765e-004
30222  ,450.352  ,2.5  ,-488.027  ,2.76745e-004
31530  ,450.352  ,-2.5  ,488.027  ,2.76738e-004
9422  ,453.149  ,-2.5  ,449.962  ,2.76736e-004
9131  ,458.703  ,-2.5  ,-372.996  ,2.76730e-004
21443  ,470  ,2.5  ,-180  ,2.76712e-004
21653  ,458.645  ,2.5  ,373.191  ,2.76712e-004
9227  ,470  ,-2.5  ,180  ,2.76709e-004
21582  ,470  ,0  ,180  ,2.76707e-004
21439  ,470  ,0  ,-180  ,2.76706e-004
21587  ,470  ,2.5  ,180  ,2.76705e-004
9160  ,470  ,-2.5  ,-180  ,2.76700e-004
