20:00, Friday, January 18, 2019
Study name:Static 1 triangle tension
Units: mm
Selected reference : Front Plane
Node  ,UX  ,UY  ,UZ  ,URES
228  ,2.00713e-003  ,7.74295e-005  ,-7.72415e-004  ,2.15202e-003
229  ,1.91066e-003  ,7.80829e-005  ,-8.21495e-004  ,2.08125e-003
230  ,1.81288e-003  ,7.86749e-005  ,-8.74538e-004  ,2.01433e-003
231  ,1.67588e-003  ,7.95107e-005  ,-9.53832e-004  ,1.92995e-003
232  ,1.57238e-003  ,8.03885e-005  ,-1.01826e-003  ,1.87502e-003
233  ,1.57460e-003  ,8.98049e-005  ,-2.47806e-004  ,1.59651e-003
234  ,1.57352e-003  ,8.78459e-005  ,-2.48938e-004  ,1.59551e-003
235  ,1.63257e-003  ,8.64421e-005  ,-2.91474e-004  ,1.66063e-003
236  ,1.71659e-003  ,8.51523e-005  ,-3.47278e-004  ,1.75344e-003
237  ,1.83345e-003  ,8.36553e-005  ,-4.19394e-004  ,1.88267e-003
238  ,1.92038e-003  ,8.26156e-005  ,-4.69857e-004  ,1.97875e-003
239  ,2.00910e-003  ,8.16683e-005  ,-5.18756e-004  ,2.07660e-003
240  ,2.13472e-003  ,8.03851e-005  ,-5.83451e-004  ,2.21448e-003
241  ,2.23128e-003  ,7.98852e-005  ,-6.28153e-004  ,2.31939e-003
242  ,2.23232e-003  ,7.61685e-005  ,-6.27540e-004  ,2.32010e-003
243  ,2.13567e-003  ,7.84418e-005  ,-5.82755e-004  ,2.21514e-003
244  ,2.01018e-003  ,8.06728e-005  ,-5.17911e-004  ,2.07739e-003
245  ,1.92140e-003  ,8.23511e-005  ,-4.69048e-004  ,1.97954e-003
246  ,1.83449e-003  ,8.40095e-005  ,-4.18592e-004  ,1.88351e-003
247  ,1.71762e-003  ,8.65104e-005  ,-3.46367e-004  ,1.75433e-003
248  ,1.63357e-003  ,8.84774e-005  ,-2.90561e-004  ,1.66157e-003
249  ,1.12413e-003  ,4.86699e-005  ,-3.89152e-004  ,1.19058e-003
250  ,1.12322e-003  ,4.63810e-005  ,-3.89682e-004  ,1.18980e-003
251  ,1.15799e-003  ,4.60012e-005  ,-4.13982e-004  ,1.23062e-003
252  ,1.20555e-003  ,4.50478e-005  ,-4.46049e-004  ,1.28621e-003
253  ,1.27268e-003  ,4.39519e-005  ,-4.88295e-004  ,1.36384e-003
254  ,1.32327e-003  ,4.31712e-005  ,-5.18252e-004  ,1.42179e-003
255  ,1.37544e-003  ,4.24133e-005  ,-5.47690e-004  ,1.48108e-003
256  ,1.45040e-003  ,4.13398e-005  ,-5.87470e-004  ,1.56541e-003
257  ,1.50917e-003  ,4.08499e-005  ,-6.15653e-004  ,1.63043e-003
258  ,1.54826e-003  ,3.80579e-005  ,-6.29297e-004  ,1.67169e-003
259  ,1.54899e-003  ,3.96098e-005  ,-6.29403e-004  ,1.67245e-003
260  ,1.51008e-003  ,3.87020e-005  ,-6.14862e-004  ,1.63091e-003
261  ,1.45124e-003  ,4.03914e-005  ,-5.86952e-004  ,1.56596e-003
262  ,1.37637e-003  ,4.20188e-005  ,-5.47139e-004  ,1.48173e-003
263  ,1.32417e-003  ,4.31772e-005  ,-5.17755e-004  ,1.42245e-003
264  ,1.27360e-003  ,4.42996e-005  ,-4.87819e-004  ,1.36454e-003
265  ,1.20649e-003  ,4.59347e-005  ,-4.45564e-004  ,1.28696e-003
266  ,1.15895e-003  ,4.71560e-005  ,-4.13483e-004  ,1.23140e-003
267  ,1.03056e-003  ,3.70848e-005  ,-8.96172e-004  ,1.36622e-003
268  ,1.03112e-003  ,3.88780e-005  ,-8.95623e-004  ,1.36633e-003
269  ,1.07688e-003  ,3.75752e-005  ,-8.62006e-004  ,1.37991e-003
270  ,1.14586e-003  ,3.82232e-005  ,-8.18776e-004  ,1.40885e-003
271  ,1.23693e-003  ,3.88560e-005  ,-7.66460e-004  ,1.45567e-003
272  ,1.30155e-003  ,3.92164e-005  ,-7.32043e-004  ,1.49381e-003
273  ,1.36480e-003  ,3.96519e-005  ,-7.00702e-004  ,1.53468e-003
274  ,1.44878e-003  ,4.00915e-005  ,-6.63339e-004  ,1.59392e-003
275  ,1.50752e-003  ,4.03966e-005  ,-6.41263e-004  ,1.63874e-003
276  ,1.50638e-003  ,3.75572e-005  ,-6.41798e-004  ,1.63784e-003
277  ,1.44776e-003  ,3.76709e-005  ,-6.63914e-004  ,1.59317e-003
278  ,1.36365e-003  ,3.79668e-005  ,-7.01165e-004  ,1.53382e-003
279  ,1.30041e-003  ,3.81806e-005  ,-7.32512e-004  ,1.49302e-003
280  ,1.23577e-003  ,3.83582e-005  ,-7.66980e-004  ,1.45495e-003
281  ,1.14465e-003  ,3.86129e-005  ,-8.19258e-004  ,1.40815e-003
282  ,1.07554e-003  ,3.90302e-005  ,-8.62128e-004  ,1.37898e-003
283  ,2.05678e-005  ,4.11555e-006  ,-3.22357e-006  ,2.12218e-005
284  ,2.02849e-005  ,-3.52168e-008  ,-3.19465e-006  ,2.05350e-005
285  ,2.02222e-005  ,-4.06219e-006  ,-3.28488e-006  ,2.08861e-005
286  ,3.15419e-005  ,-3.40132e-006  ,5.55667e-008  ,3.17248e-005
287  ,4.14400e-005  ,-2.92105e-006  ,-5.66331e-008  ,4.15429e-005
288  ,5.36985e-005  ,-2.99414e-006  ,-3.27697e-006  ,5.38817e-005
289  ,6.93568e-005  ,-3.10813e-006  ,-9.51574e-006  ,7.00755e-005
290  ,1.01249e-004  ,-3.18900e-006  ,-2.73269e-005  ,1.04920e-004
291  ,1.66566e-004  ,-3.13418e-006  ,-8.08777e-005  ,1.85190e-004
292  ,2.38933e-004  ,-2.86245e-006  ,-1.58193e-004  ,2.86569e-004
293  ,3.13569e-004  ,-2.38809e-006  ,-2.47413e-004  ,3.99430e-004
294  ,3.90548e-004  ,-1.69102e-006  ,-3.39444e-004  ,5.17448e-004
295  ,4.59102e-004  ,-8.47278e-007  ,-4.14406e-004  ,6.18472e-004
296  ,5.29439e-004  ,1.71614e-007  ,-4.78743e-004  ,7.13793e-004
297  ,6.01537e-004  ,1.31353e-006  ,-5.26631e-004  ,7.99493e-004
298  ,6.87302e-004  ,2.79018e-006  ,-5.53514e-004  ,8.82479e-004
299  ,7.31025e-004  ,3.55815e-006  ,-5.53014e-004  ,9.16643e-004
300  ,7.66363e-004  ,4.20055e-006  ,-5.44858e-004  ,9.40319e-004
301  ,7.95160e-004  ,4.42727e-006  ,-5.33718e-004  ,9.57681e-004
302  ,8.22314e-004  ,6.32311e-006  ,-5.20418e-004  ,9.73178e-004
303  ,8.23572e-004  ,1.17234e-005  ,-5.20931e-004  ,9.74565e-004
304  ,7.95198e-004  ,1.25025e-005  ,-5.33525e-004  ,9.57677e-004
305  ,7.66817e-004  ,1.16715e-005  ,-5.44864e-004  ,9.40756e-004
306  ,7.31420e-004  ,1.09793e-005  ,-5.53012e-004  ,9.17015e-004
307  ,6.87683e-004  ,1.01191e-005  ,-5.53522e-004  ,8.82834e-004
308  ,6.01969e-004  ,8.48382e-006  ,-5.26660e-004  ,7.99881e-004
309  ,5.29817e-004  ,7.12651e-006  ,-4.78761e-004  ,7.14121e-004
310  ,4.59425e-004  ,5.93332e-006  ,-4.14381e-004  ,6.18723e-004
311  ,3.90728e-004  ,4.93684e-006  ,-3.39416e-004  ,5.17586e-004
312  ,3.13711e-004  ,4.04243e-006  ,-2.47430e-004  ,3.99565e-004
313  ,2.39011e-004  ,3.37265e-006  ,-1.58220e-004  ,2.86655e-004
314  ,1.66674e-004  ,2.89822e-006  ,-8.08979e-005  ,1.85292e-004
315  ,1.01258e-004  ,2.68771e-006  ,-2.73428e-005  ,1.04919e-004
316  ,6.93387e-005  ,2.65594e-006  ,-9.49393e-006  ,7.00360e-005
317  ,5.36402e-005  ,2.63065e-006  ,-3.25627e-006  ,5.38033e-005
318  ,4.13992e-005  ,2.63824e-006  ,-2.32821e-008  ,4.14832e-005
319  ,3.13325e-005  ,3.14554e-006  ,2.34688e-007  ,3.14909e-005
320  ,8.04065e-006  ,-7.19319e-007  ,-6.08563e-006  ,1.01096e-005
321  ,8.54930e-006  ,-4.96691e-008  ,-6.49970e-006  ,1.07396e-005
