20:01, Friday, January 18, 2019
Study name:Static 1 triangle tension
Units: 
Selected reference : Front Plane
Element  ,EPSX  ,EPSY  ,EPSZ  ,GMXY  ,GMXZ  ,GMYZ
151  ,1.75657e-006  ,-7.80843e-007  ,-1.89000e-007  ,-1.40911e-008  ,-1.58807e-006  ,1.38976e-008
152  ,3.08475e-006  ,-9.78477e-007  ,-1.08777e-006  ,2.53276e-009  ,-1.12484e-006  ,-3.41519e-008
153  ,2.20203e-006  ,-7.55932e-007  ,-6.71931e-007  ,6.25159e-009  ,-2.18577e-006  ,-1.66135e-008
154  ,2.95101e-006  ,-9.37306e-007  ,-1.06420e-006  ,2.80190e-008  ,-2.26608e-006  ,2.65737e-008
155  ,1.80388e-007  ,3.80279e-007  ,-9.11889e-007  ,-5.66039e-009  ,1.32902e-006  ,-1.43544e-008
156  ,3.89173e-006  ,-1.55307e-006  ,-7.44516e-007  ,1.46033e-008  ,-1.13449e-007  ,3.31180e-010
157  ,3.60809e-006  ,-1.56733e-006  ,-4.33457e-007  ,-1.05564e-008  ,-1.79025e-007  ,1.15324e-008
158  ,3.60599e-006  ,-1.64550e-006  ,-2.51007e-007  ,-6.28570e-008  ,-1.11391e-006  ,5.45262e-008
159  ,3.51476e-006  ,-1.63436e-006  ,-2.15133e-007  ,2.92887e-009  ,-1.02708e-006  ,-7.80005e-008
160  ,4.15217e-006  ,-1.51576e-006  ,-1.06646e-006  ,1.77724e-008  ,-6.43803e-007  ,4.03986e-009
161  ,3.79938e-006  ,-1.54736e-006  ,-6.67483e-007  ,-1.07380e-008  ,-4.12050e-007  ,1.62397e-008
162  ,3.74397e-006  ,-1.58276e-006  ,-5.65983e-007  ,2.09590e-010  ,-5.13071e-007  ,7.85565e-009
163  ,2.17526e-006  ,-6.39570e-007  ,-8.74303e-007  ,-1.79401e-008  ,9.08336e-007  ,3.04124e-008
164  ,1.59860e-006  ,-5.22396e-007  ,-5.18358e-007  ,-1.82997e-008  ,7.77269e-007  ,-1.58908e-008
165  ,1.90528e-006  ,-5.90058e-007  ,-7.07786e-007  ,-8.58584e-009  ,1.02918e-006  ,3.27684e-008
166  ,2.14624e-006  ,-5.93732e-007  ,-9.67084e-007  ,9.04880e-009  ,6.46903e-007  ,-3.11338e-009
