19:56, Thursday, January 17, 2019
Study name:Static 2 Filled Compression
Units: 
Selected reference : Front Plane
Element  ,EPSX  ,EPSY  ,EPSZ  ,GMXY  ,GMXZ  ,GMYZ
197  ,-2.89963e-007  ,9.51565e-008  ,9.67626e-008  ,1.15310e-011  ,3.95426e-009  ,3.69718e-011
198  ,-2.89680e-007  ,9.52839e-008  ,9.62526e-008  ,-1.03512e-011  ,2.51059e-009  ,4.72434e-011
199  ,-2.90023e-007  ,9.51883e-008  ,9.67731e-008  ,-1.92574e-011  ,2.61910e-009  ,-3.06042e-011
200  ,-2.90011e-007  ,9.51707e-008  ,9.67956e-008  ,3.34148e-012  ,2.95869e-009  ,-2.72623e-011
201  ,-2.89979e-007  ,9.51959e-008  ,9.67391e-008  ,2.31096e-011  ,3.50324e-009  ,-1.53188e-011
202  ,-2.90416e-007  ,9.50131e-008  ,9.75207e-008  ,-1.17487e-011  ,3.41206e-009  ,-3.58539e-012
203  ,-2.90399e-007  ,9.49930e-008  ,9.75266e-008  ,1.21597e-011  ,3.26094e-009  ,-1.92126e-011
204  ,-2.90199e-007  ,9.51054e-008  ,9.70995e-008  ,1.52816e-012  ,3.22230e-009  ,1.17230e-011
205  ,-2.90364e-007  ,9.50334e-008  ,9.74187e-008  ,1.69762e-011  ,2.77342e-009  ,3.22145e-011
206  ,-2.66337e-007  ,1.15814e-007  ,3.16404e-008  ,6.05627e-011  ,-9.78126e-008  ,4.48960e-010
207  ,-2.68014e-007  ,1.16702e-007  ,3.09613e-008  ,-9.27896e-011  ,-1.07715e-007  ,-2.46983e-011
208  ,-2.71181e-007  ,1.15201e-007  ,3.73073e-008  ,-5.90459e-011  ,-1.01046e-007  ,-3.93264e-011
209  ,-2.87416e-007  ,9.47970e-008  ,9.49594e-008  ,-4.49418e-011  ,-9.45419e-009  ,-1.92047e-012
