19:32, Friday, January 18, 2019
Study name:Static 1 hex diamond tension
Units: 
Selected reference : Front Plane
Element  ,EPSX  ,EPSY  ,EPSZ  ,GMXY  ,GMXZ  ,GMYZ
105  ,2.15407e-006  ,1.96446e-006  ,-5.89963e-006  ,9.59461e-009  ,7.02069e-007  ,4.89807e-009
106  ,-1.79921e-007  ,-6.87817e-006  ,1.42493e-005  ,-1.23092e-007  ,2.42512e-005  ,1.21056e-008
107  ,-1.19970e-006  ,-2.68299e-006  ,6.72064e-006  ,1.01716e-007  ,9.34171e-006  ,1.05022e-007
108  ,-3.18215e-007  ,-6.62553e-006  ,1.40295e-005  ,4.81817e-008  ,2.35012e-005  ,-1.38916e-007
109  ,-1.09876e-006  ,-3.30870e-006  ,7.87384e-006  ,-1.07880e-007  ,8.21706e-006  ,6.26068e-008
110  ,-6.49934e-007  ,-5.09441e-006  ,1.08109e-005  ,1.00229e-007  ,1.57520e-005  ,1.86924e-008
111  ,-3.29689e-006  ,-2.36656e-006  ,8.08908e-006  ,4.00666e-007  ,1.80299e-005  ,5.41260e-007
112  ,-1.61927e-006  ,-3.47606e-006  ,8.42427e-006  ,1.01614e-007  ,1.99656e-005  ,-2.78522e-007
113  ,-3.13161e-006  ,-2.95138e-006  ,9.25497e-006  ,-1.96592e-007  ,1.42713e-005  ,-2.63923e-007
114  ,1.70667e-006  ,-5.97361e-006  ,1.02828e-005  ,1.49222e-007  ,1.95323e-005  ,1.60306e-007
115  ,1.57906e-006  ,-7.24776e-006  ,1.39325e-005  ,3.11934e-008  ,2.85684e-005  ,-6.00953e-007
116  ,-1.41089e-006  ,-3.55267e-006  ,8.27055e-006  ,-1.04979e-008  ,1.37052e-005  ,6.16646e-009
117  ,1.90815e-006  ,-5.96133e-006  ,1.02097e-005  ,-5.86328e-008  ,1.99275e-005  ,-2.11204e-007
118  ,1.47711e-007  ,2.84604e-008  ,-8.56527e-009  ,-3.36308e-008  ,1.45139e-006  ,9.80509e-008
119  ,1.87819e-006  ,-6.25173e-007  ,-5.97711e-007  ,8.20372e-008  ,8.66517e-007  ,-3.29326e-008
120  ,2.21806e-006  ,1.79381e-006  ,-5.87987e-006  ,4.22923e-008  ,1.68594e-006  ,-9.63813e-008
121  ,-2.08789e-006  ,7.52499e-007  ,7.43031e-007  ,1.30255e-007  ,6.19794e-007  ,-1.72678e-008
122  ,-4.59243e-007  ,1.45807e-007  ,5.42813e-008  ,3.99511e-008  ,9.79927e-007  ,-6.10166e-008
123  ,5.98838e-007  ,-6.57421e-007  ,1.19848e-006  ,5.50572e-008  ,3.65321e-006  ,3.22296e-007
124  ,1.36238e-005  ,-4.59570e-006  ,-4.24219e-006  ,-2.58383e-008  ,-8.24953e-007  ,2.35369e-009
125  ,1.31428e-006  ,9.74171e-007  ,-3.58069e-006  ,1.20916e-007  ,-2.38107e-006  ,-7.31095e-008
126  ,7.62515e-007  ,1.11714e-006  ,-2.99908e-006  ,1.34634e-007  ,-2.65089e-006  ,1.40232e-007
127  ,5.09814e-007  ,5.77264e-006  ,-1.19629e-005  ,-2.48320e-008  ,-1.90053e-005  ,-3.13131e-007
128  ,2.82910e-007  ,5.06936e-006  ,-1.08318e-005  ,6.55618e-008  ,-1.73350e-005  ,2.63766e-007
129  ,3.23086e-007  ,-3.83469e-006  ,7.60842e-006  ,2.30399e-007  ,-2.01604e-006  ,5.41362e-008
130  ,9.21207e-007  ,-5.03829e-006  ,9.50185e-006  ,-3.66012e-007  ,3.11701e-006  ,1.57634e-007
131  ,7.27251e-006  ,-9.45764e-006  ,1.27174e-005  ,-1.06057e-007  ,6.62958e-006  ,2.16402e-007
132  ,5.64947e-006  ,-7.59741e-006  ,9.37272e-006  ,8.45049e-007  ,1.80934e-005  ,-1.39243e-007
133  ,2.03629e-006  ,-5.37428e-006  ,8.92704e-006  ,2.84231e-008  ,1.49983e-005  ,1.49504e-007
134  ,2.51482e-006  ,-5.74306e-006  ,9.17337e-006  ,9.78838e-008  ,1.52942e-005  ,6.48150e-008
135  ,4.29981e-006  ,-5.32557e-006  ,7.10828e-006  ,1.24639e-006  ,8.51969e-008  ,-1.10071e-006
136  ,1.79563e-006  ,-6.20731e-006  ,1.01739e-005  ,-5.61896e-007  ,7.72126e-006  ,-9.95241e-007
137  ,2.24188e-006  ,-6.58777e-006  ,1.06191e-005  ,2.81705e-007  ,7.09050e-006  ,7.78732e-007
138  ,-1.39540e-006  ,-4.44403e-006  ,1.04269e-005  ,-2.19641e-007  ,3.62179e-006  ,-1.12925e-007
139  ,4.13564e-006  ,-3.87113e-006  ,3.38134e-006  ,3.19799e-007  ,-6.94720e-006  ,-2.60406e-007
140  ,4.54509e-006  ,-3.83868e-006  ,4.30931e-006  ,-2.57524e-006  ,5.52769e-006  ,-7.76620e-007
141  ,-2.36102e-006  ,-3.39104e-006  ,9.08590e-006  ,1.06245e-007  ,5.31531e-006  ,2.92554e-008
142  ,3.00277e-007  ,-3.71929e-006  ,7.11498e-006  ,1.34177e-007  ,6.60460e-006  ,1.17686e-007
143  ,-1.35708e-006  ,7.61771e-007  ,-2.40431e-007  ,-1.31846e-008  ,2.28176e-006  ,-3.87879e-008
144  ,6.06445e-006  ,-2.17884e-006  ,-1.65140e-006  ,9.32086e-008  ,-1.66321e-007  ,-8.29131e-009
145  ,-4.91959e-007  ,2.11470e-007  ,1.12539e-008  ,-4.90542e-008  ,8.13151e-006  ,-7.03260e-008
146  ,5.70096e-007  ,-4.20174e-007  ,3.17297e-007  ,-8.14256e-008  ,7.97464e-006  ,2.22619e-007
147  ,9.48178e-006  ,-3.46941e-006  ,-1.01217e-006  ,-7.21773e-008  ,-3.96260e-006  ,9.24416e-008
