19:53, Friday, January 18, 2019
Study name:Static 3 hex diamond torsion
Units: mm
Selected reference : Front Plane
Node  ,UX  ,UY  ,UZ  ,URES
169  ,-5.15079e+001  ,-2.34534e+002  ,5.44388e-002  ,2.40124e+002
170  ,-5.19076e+001  ,-2.35891e+002  ,5.39658e-002  ,2.41534e+002
171  ,-4.92052e+001  ,-2.36684e+002  ,6.10665e-002  ,2.41744e+002
172  ,-4.88056e+001  ,-2.35327e+002  ,6.10699e-002  ,2.40335e+002
173  ,-4.83099e+001  ,-2.33633e+002  ,6.12905e-002  ,2.38576e+002
174  ,-4.76931e+001  ,-2.31520e+002  ,6.14587e-002  ,2.36381e+002
175  ,-4.69259e+001  ,-2.28884e+002  ,6.19110e-002  ,2.33645e+002
176  ,-4.54046e+001  ,-2.23632e+002  ,6.27418e-002  ,2.28195e+002
177  ,-4.41917e+001  ,-2.19422e+002  ,6.38245e-002  ,2.23828e+002
178  ,-4.29890e+001  ,-2.15228e+002  ,6.48115e-002  ,2.19479e+002
179  ,-4.15091e+001  ,-2.10041e+002  ,6.61408e-002  ,2.14103e+002
180  ,-4.07746e+001  ,-2.07457e+002  ,6.66579e-002  ,2.11426e+002
181  ,-4.01898e+001  ,-2.05394e+002  ,6.73640e-002  ,2.09289e+002
182  ,-3.97250e+001  ,-2.03746e+002  ,6.77910e-002  ,2.07583e+002
183  ,-2.43152e+001  ,-1.35633e+002  ,5.34076e-002  ,1.37795e+002
184  ,-2.20129e+001  ,-1.36194e+002  ,6.29746e-002  ,1.37961e+002
185  ,-2.22975e+001  ,-1.37354e+002  ,6.38008e-002  ,1.39152e+002
186  ,-2.26541e+001  ,-1.38813e+002  ,6.48377e-002  ,1.40650e+002
187  ,-2.31048e+001  ,-1.40647e+002  ,6.62532e-002  ,1.42532e+002
188  ,-2.36761e+001  ,-1.42953e+002  ,6.76824e-002  ,1.44901e+002
189  ,-2.48440e+001  ,-1.47614e+002  ,6.94104e-002  ,1.49690e+002
190  ,-2.58068e+001  ,-1.51408e+002  ,7.01433e-002  ,1.53591e+002
191  ,-2.67879e+001  ,-1.55234e+002  ,7.02304e-002  ,1.57528e+002
192  ,-2.80291e+001  ,-1.60025e+002  ,6.96347e-002  ,1.62461e+002
193  ,-2.86581e+001  ,-1.62435e+002  ,6.91184e-002  ,1.64943e+002
194  ,-2.91649e+001  ,-1.64369e+002  ,6.90418e-002  ,1.66936e+002
195  ,-2.95726e+001  ,-1.65920e+002  ,6.80615e-002  ,1.68534e+002
196  ,-2.98985e+001  ,-1.67165e+002  ,6.68992e-002  ,1.69818e+002
197  ,-3.23540e+001  ,-1.66521e+002  ,4.96102e-002  ,1.69635e+002
198  ,-3.20179e+001  ,-1.65281e+002  ,4.79864e-002  ,1.68354e+002
199  ,-3.16031e+001  ,-1.63734e+002  ,4.66527e-002  ,1.66756e+002
200  ,-3.10877e+001  ,-1.61805e+002  ,4.60650e-002  ,1.64764e+002
201  ,-3.04482e+001  ,-1.59401e+002  ,4.53720e-002  ,1.62283e+002
202  ,-2.91852e+001  ,-1.54622e+002  ,4.51221e-002  ,1.57352e+002
203  ,-2.81858e+001  ,-1.50805e+002  ,4.58243e-002  ,1.53417e+002
204  ,-2.72039e+001  ,-1.47022e+002  ,4.71399e-002  ,1.49517e+002
205  ,-2.60116e+001  ,-1.42374e+002  ,4.94391e-002  ,1.44731e+002
206  ,-2.54276e+001  ,-1.40074e+002  ,5.08083e-002  ,1.42364e+002
207  ,-2.49666e+001  ,-1.38246e+002  ,5.20475e-002  ,1.40483e+002
208  ,-2.46016e+001  ,-1.36792e+002  ,5.30646e-002  ,1.38986e+002
209  ,-1.95306e+001  ,-1.25697e+002  ,5.90509e-002  ,1.27205e+002
210  ,-2.17661e+001  ,-1.25169e+002  ,5.22625e-002  ,1.27047e+002
211  ,-2.15051e+001  ,-1.24059e+002  ,5.13636e-002  ,1.25909e+002
212  ,-2.11793e+001  ,-1.22678e+002  ,5.01281e-002  ,1.24493e+002
213  ,-2.07768e+001  ,-1.20961e+002  ,4.81918e-002  ,1.22733e+002
214  ,-2.02809e+001  ,-1.18828e+002  ,4.55117e-002  ,1.20547e+002
215  ,-1.93128e+001  ,-1.14608e+002  ,4.00233e-002  ,1.16224e+002
216  ,-1.85550e+001  ,-1.11253e+002  ,3.52842e-002  ,1.12790e+002
217  ,-1.78156e+001  ,-1.07937e+002  ,3.08036e-002  ,1.09397e+002
218  ,-1.69214e+001  ,-1.03871e+002  ,2.60240e-002  ,1.05241e+002
219  ,-1.64839e+001  ,-1.01860e+002  ,2.38974e-002  ,1.03186e+002
220  ,-1.61383e+001  ,-1.00263e+002  ,2.31113e-002  ,1.01553e+002
221  ,-1.58639e+001  ,-9.89919e+001  ,2.24091e-002  ,1.00255e+002
222  ,-1.56445e+001  ,-9.79822e+001  ,2.30840e-002  ,9.92233e+001
223  ,-1.35974e+001  ,-9.84209e+001  ,3.57466e-002  ,9.93557e+001
224  ,-1.38022e+001  ,-9.94367e+001  ,3.73937e-002  ,1.00390e+002
225  ,-1.40668e+001  ,-1.00712e+002  ,3.86670e-002  ,1.01690e+002
226  ,-1.44009e+001  ,-1.02315e+002  ,3.93428e-002  ,1.03324e+002
227  ,-1.48246e+001  ,-1.04332e+002  ,4.10288e-002  ,1.05380e+002
228  ,-1.56907e+001  ,-1.08411e+002  ,4.49132e-002  ,1.09540e+002
229  ,-1.64076e+001  ,-1.11738e+002  ,4.82874e-002  ,1.12936e+002
230  ,-1.71427e+001  ,-1.15103e+002  ,5.16619e-002  ,1.16373e+002
231  ,-1.80826e+001  ,-1.19337e+002  ,5.54150e-002  ,1.20700e+002
232  ,-1.85643e+001  ,-1.21477e+002  ,5.69010e-002  ,1.22888e+002
233  ,-1.89556e+001  ,-1.23200e+002  ,5.78547e-002  ,1.24650e+002
234  ,-1.92720e+001  ,-1.24585e+002  ,5.84003e-002  ,1.26067e+002
235  ,-1.01413e+001  ,-7.13923e+001  ,6.61623e-002  ,7.21090e+001
236  ,-8.39252e+000  ,-7.17081e+001  ,4.04386e-002  ,7.21975e+001
237  ,-8.23713e+000  ,-7.08066e+001  ,3.81645e-002  ,7.12841e+001
238  ,-8.04090e+000  ,-6.96923e+001  ,3.68310e-002  ,7.01546e+001
239  ,-7.79699e+000  ,-6.83092e+001  ,3.47261e-002  ,6.87527e+001
240  ,-7.49682e+000  ,-6.65921e+001  ,3.29598e-002  ,6.70128e+001
241  ,-6.91254e+000  ,-6.31987e+001  ,2.91971e-002  ,6.35756e+001
242  ,-6.45848e+000  ,-6.05094e+001  ,2.64812e-002  ,6.08531e+001
243  ,-6.01978e+000  ,-5.78624e+001  ,2.40262e-002  ,5.81747e+001
244  ,-5.49816e+000  ,-5.46402e+001  ,2.25731e-002  ,5.49161e+001
245  ,-5.24666e+000  ,-5.30584e+001  ,2.16404e-002  ,5.33171e+001
246  ,-5.05053e+000  ,-5.18073e+001  ,2.17868e-002  ,5.20529e+001
247  ,-4.89648e+000  ,-5.08166e+001  ,2.19914e-002  ,5.10519e+001
248  ,-4.77120e+000  ,-5.00330e+001  ,2.18571e-002  ,5.02600e+001
249  ,-6.32041e+000  ,-4.97872e+001  ,3.33977e-002  ,5.01868e+001
250  ,-6.44416e+000  ,-5.05710e+001  ,3.52688e-002  ,5.09799e+001
251  ,-6.60790e+000  ,-5.15586e+001  ,3.71787e-002  ,5.19803e+001
252  ,-6.81730e+000  ,-5.28053e+001  ,4.03229e-002  ,5.32435e+001
253  ,-7.08412e+000  ,-5.43820e+001  ,4.36273e-002  ,5.48415e+001
254  ,-7.63671e+000  ,-5.75937e+001  ,5.07689e-002  ,5.80978e+001
255  ,-8.09902e+000  ,-6.02325e+001  ,5.55329e-002  ,6.07746e+001
256  ,-8.57621e+000  ,-6.29137e+001  ,6.00737e-002  ,6.34956e+001
257  ,-9.18833e+000  ,-6.62971e+001  ,6.44196e-002  ,6.69309e+001
258  ,-9.50221e+000  ,-6.80092e+001  ,6.62386e-002  ,6.86699e+001
259  ,-9.75725e+000  ,-6.93883e+001  ,6.67808e-002  ,7.00710e+001
260  ,-9.96542e+000  ,-7.04984e+001  ,6.70774e-002  ,7.11993e+001
261  ,-9.68059e+001  ,-3.90404e+002  ,3.02997e-002  ,4.02227e+002
262  ,-9.96996e+001  ,-3.89482e+002  ,1.86964e-002  ,4.02040e+002
263  ,-9.92331e+001  ,-3.88026e+002  ,1.90701e-002  ,4.00514e+002
264  ,-9.86500e+001  ,-3.86206e+002  ,1.97271e-002  ,3.98606e+002
265  ,-9.79214e+001  ,-3.83931e+002  ,2.06734e-002  ,3.96222e+002
266  ,-9.70108e+001  ,-3.81088e+002  ,2.20502e-002  ,3.93242e+002
267  ,-9.63760e+001  ,-3.79106e+002  ,2.30846e-002  ,3.91164e+002
268  ,-9.57416e+001  ,-3.77124e+002  ,2.42005e-002  ,3.89087e+002
269  ,-9.48330e+001  ,-3.74284e+002  ,2.59095e-002  ,3.86111e+002
270  ,-9.41070e+001  ,-3.72014e+002  ,2.73058e-002  ,3.83732e+002
271  ,-9.35269e+001  ,-3.70199e+002  ,2.84525e-002  ,3.81830e+002
272  ,-9.30635e+001  ,-3.68747e+002  ,2.92573e-002  ,3.80310e+002
273  ,-9.01754e+001  ,-3.69666e+002  ,3.88510e-002  ,3.80506e+002
274  ,-9.06387e+001  ,-3.71117e+002  ,3.84407e-002  ,3.82025e+002
275  ,-9.12181e+001  ,-3.72933e+002  ,3.79322e-002  ,3.83927e+002
276  ,-9.19432e+001  ,-3.75204e+002  ,3.71813e-002  ,3.86305e+002
277  ,-9.28509e+001  ,-3.78044e+002  ,3.61296e-002  ,3.89280e+002
278  ,-9.34847e+001  ,-3.80027e+002  ,3.53011e-002  ,3.91356e+002
279  ,-9.41189e+001  ,-3.82009e+002  ,3.43985e-002  ,3.93433e+002
280  ,-9.50288e+001  ,-3.84853e+002  ,3.30803e-002  ,3.96412e+002
281  ,-9.57570e+001  ,-3.87128e+002  ,3.19644e-002  ,3.98795e+002
282  ,-9.63397e+001  ,-3.88948e+002  ,3.10515e-002  ,4.00702e+002
283  ,-9.96297e+001  ,-3.89356e+002  ,1.99019e-002  ,4.01901e+002
284  ,-9.67362e+001  ,-3.90278e+002  ,3.03822e-002  ,4.02088e+002
285  ,-9.58142e+001  ,-3.87385e+002  ,3.15229e-002  ,3.99058e+002
286  ,-9.46621e+001  ,-3.83768e+002  ,3.30954e-002  ,3.95271e+002
287  ,-9.34519e+001  ,-3.79968e+002  ,3.47450e-002  ,3.91291e+002
288  ,-9.22428e+001  ,-3.76168e+002  ,3.63265e-002  ,3.87313e+002
289  ,-9.10937e+001  ,-3.72555e+002  ,3.77545e-002  ,3.83530e+002
290  ,-9.39830e+001  ,-3.71636e+002  ,2.81507e-002  ,3.83335e+002
291  ,-9.51333e+001  ,-3.75248e+002  ,2.66203e-002  ,3.87119e+002
292  ,-9.63436e+001  ,-3.79047e+002  ,2.49199e-002  ,3.91099e+002
293  ,-9.75547e+001  ,-3.82847e+002  ,2.31501e-002  ,3.95080e+002
294  ,-9.87073e+001  ,-3.86463e+002  ,2.14303e-002  ,3.98869e+002
295  ,-9.68281e+001  ,-3.90439e+002  ,2.02584e-002  ,4.02267e+002
296  ,-9.97221e+001  ,-3.89517e+002  ,2.35005e-002  ,4.02079e+002
297  ,-9.87993e+001  ,-3.86623e+002  ,2.29782e-002  ,3.99047e+002
298  ,-9.76461e+001  ,-3.83006e+002  ,2.24517e-002  ,3.95258e+002
299  ,-9.64345e+001  ,-3.79205e+002  ,2.19151e-002  ,3.91275e+002
300  ,-9.52236e+001  ,-3.75406e+002  ,2.13842e-002  ,3.87295e+002
301  ,-9.40727e+001  ,-3.71793e+002  ,2.08951e-002  ,3.83510e+002
302  ,-9.31526e+001  ,-3.68904e+002  ,2.05166e-002  ,3.80483e+002
303  ,-9.02638e+001  ,-3.69823e+002  ,1.79834e-002  ,3.80679e+002
304  ,-9.11826e+001  ,-3.72713e+002  ,1.83679e-002  ,3.83704e+002
305  ,-9.23324e+001  ,-3.76327e+002  ,1.87793e-002  ,3.87488e+002
306  ,-9.35422e+001  ,-3.80127e+002  ,1.92142e-002  ,3.91467e+002
307  ,-9.47530e+001  ,-3.83928e+002  ,1.96520e-002  ,3.95448e+002
308  ,-9.59056e+001  ,-3.87545e+002  ,2.00561e-002  ,3.99236e+002
309  ,-9.97469e+001  ,-3.89561e+002  ,2.43221e-002  ,4.02129e+002
